City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,rikitea,-23.1203,-134.9692,74.84,78,3,14.45,PF,1687800911
1,punta arenas,-53.15,-70.9167,37.51,75,100,18.41,CL,1687801174
2,vila velha,-20.3297,-40.2925,78.75,87,75,8.05,BR,1687801130
3,new norfolk,-42.7826,147.0587,49.5,75,100,6.93,AU,1687801174
4,mar del plata,-38.0023,-57.5575,60.82,72,0,10.36,AR,1687801174
5,vila franca do campo,37.7167,-25.4333,73.81,70,4,7.92,PT,1687801175
6,vaini,-21.2,-175.2,69.96,78,20,4.61,TO,1687801175
7,severo-kurilsk,50.6789,156.125,50.68,72,100,9.04,RU,1687801175
8,mayumba,-3.432,10.6554,72.05,93,55,10.13,GA,1687801175
9,talavera de la reina,39.9635,-4.8308,101.35,10,0,11.72,ES,1687801175
10,kisaran,2.9845,99.6158,73.11,98,37,2.51,ID,1687801176
11,abu road,24.4833,72.7833,82.83,76,84,5.41,IN,1687801176
12,muswellbrook,-32.2667,150.9,48.33,83,68,5.5,AU,1687801176
13,college,64.8569,-147.8028,61.59,71,75,4.61,US,1687801176
14,chissamba,-12.1667,17.3333,61.56,38,14,2.33,AO,1687801177
15,mataura,-46.1927,168.8643,41.38,97,48,2.28,NZ,1687801177
16,havelock,34.8791,-76.9013,87.98,82,75,18.41,US,1687801086
17,labytnangi,66.6572,66.4183,54.54,86,98,3.56,RU,1687801177
18,kapaa,22.0752,-159.319,79.12,85,20,18.41,US,1687801177
19,hermanus,-34.4187,19.2345,57.79,85,80,23.13,ZA,1687801178
20,avera,33.194,-82.5271,89.91,49,39,12.19,US,1687801178
21,norman wells,65.282,-126.8329,73.44,56,75,0.0,CA,1687801178
22,los llanos de aridane,28.6585,-17.9182,75.13,80,75,6.91,ES,1687801178
23,ilulissat,69.2167,-51.1,46.42,61,40,5.75,GL,1687801179
24,de aar,-30.6497,24.0123,57.97,37,89,3.58,ZA,1687801179
25,rockland,41.1668,-74.0496,77.25,90,100,1.99,US,1687801142
26,oranjemund,-28.55,16.4333,58.39,78,98,11.03,NA,1687801179
27,provideniya,64.3833,-173.3,45.86,88,100,4.81,RU,1687801180
28,lillooet,50.6856,-121.942,79.23,38,67,1.32,CA,1687801180
29,lebu,-37.6167,-73.65,53.98,78,100,15.9,CL,1687801180
30,hilo,19.7297,-155.09,74.12,91,40,5.75,US,1687800928
31,yellowknife,62.456,-114.3525,61.32,63,75,13.8,CA,1687801005
32,butaritari,3.0707,172.7902,79.43,89,100,11.99,KI,1687801181
33,chokurdakh,70.6333,147.9167,44.64,60,8,14.38,RU,1687801181
34,busselton,-33.65,115.3333,46.33,79,19,5.61,AU,1687801181
35,henderson,36.0397,-114.9819,91.67,9,0,21.85,US,1687801021
36,hobart,-42.8794,147.3294,49.86,76,99,12.66,AU,1687801029
37,tasiilaq,65.6145,-37.6368,44.76,93,100,16.53,GL,1687801182
38,port elizabeth,-33.918,25.5701,58.1,94,75,8.05,ZA,1687800960
39,cape town,-33.9258,18.4232,60.1,69,20,16.11,ZA,1687800925
40,constitucion,-35.3333,-72.4167,57.83,63,100,2.19,CL,1687801182
41,beringovskiy,63.05,179.3167,47.84,77,34,6.04,RU,1687801183
42,kodiak,57.79,-152.4072,47.71,93,100,9.22,US,1687801183
43,tilichiki,60.4667,166.1,51.64,74,87,5.03,RU,1687801183
44,bierbeek,50.8288,4.7619,70.29,53,75,8.05,BE,1687801184
45,saint george,37.1041,-113.5841,89.42,11,0,5.75,US,1687801184
46,airai,-8.9266,125.4092,59.86,95,40,0.94,TL,1687801184
47,ushuaia,-54.8,-68.3,33.46,51,75,6.91,AR,1687801109
48,marawi,7.9986,124.2928,68.95,91,94,4.03,PH,1687801185
49,hami,42.8,93.45,74.59,30,100,16.58,CN,1687801185
50,saint-leu,-21.15,55.2833,65.26,87,23,4.32,RE,1687801186
51,kimbe,-5.5502,150.1429,72.59,93,100,4.03,PG,1687801186
52,paamiut,61.994,-49.6678,38.62,83,90,23.53,GL,1687801186
53,gamba,-2.65,10.0,73.15,91,73,8.86,GA,1687801186
54,zambezi,-13.5432,23.1047,61.09,36,6,3.09,ZM,1687801187
55,saskylakh,71.9167,114.0833,57.63,46,22,9.35,RU,1687801187
56,east london,-33.0153,27.9116,56.34,94,75,5.75,ZA,1687801187
57,aksu,41.1231,80.2644,75.31,42,3,7.02,CN,1687801187
58,zonguldak,41.25,31.8333,60.6,93,17,1.52,TR,1687801188
59,atuona,-9.8,-139.0333,80.8,72,2,22.48,PF,1687801188
60,jamestown,42.097,-79.2353,63.72,100,100,8.05,US,1687801188
61,dikson,73.5069,80.5464,30.88,88,98,8.99,RU,1687801188
62,faya,18.3851,42.4509,77.52,45,93,5.59,SA,1687801189
63,khatanga,71.9667,102.5,58.59,50,49,5.01,RU,1687801189
64,verkhnyaya inta,65.9811,60.3094,53.51,73,56,9.17,RU,1687801189
65,northam,51.0333,-4.2167,64.38,77,100,12.01,GB,1687801189
66,henties bay,-22.116,14.2845,58.71,72,88,7.23,NA,1687801190
67,poso,-1.3959,120.7524,80.15,79,80,5.06,ID,1687801190
68,simao,22.7886,100.9748,65.5,86,4,1.77,CN,1687801190
69,ithaca,42.4406,-76.4966,81.91,74,75,18.41,US,1687800930
70,aden,12.7794,45.0367,93.99,44,61,10.98,YE,1687801190
71,ponta do sol,32.6667,-17.1,86.13,40,0,5.93,PT,1687801191
72,marang,5.2056,103.2059,78.71,85,64,2.93,MY,1687801191
73,cabo san lucas,22.8909,-109.9124,93.61,54,0,10.36,MX,1687801191
74,rapu-rapu,13.1866,124.1256,82.45,76,49,4.25,PH,1687801191
75,bredasdorp,-34.5322,20.0403,54.9,91,95,18.39,ZA,1687801192
76,iqaluit,63.7506,-68.5145,44.33,65,75,9.22,CA,1687801192
77,sitka,57.0531,-135.33,55.29,94,100,0.0,US,1687801192
78,porto novo,6.4965,2.6036,77.52,71,100,9.04,BJ,1687801192
79,avarua,-21.2078,-159.775,73.45,100,20,2.3,CK,1687801193
80,neuquen,-38.9516,-68.0591,58.89,38,0,16.11,AR,1687801193
81,mangrol,21.1167,70.1167,82.8,82,100,17.29,IN,1687801193
82,kaitangata,-46.2817,169.8464,44.33,94,88,4.54,NZ,1687801193
83,port alfred,-33.5906,26.891,56.17,90,100,5.01,ZA,1687801194
84,leh,34.1667,77.5833,58.42,61,59,5.41,IN,1687801194
85,thinadhoo,0.5333,72.9333,82.98,72,100,11.43,MV,1687801194
86,bluff,-46.6,168.3333,47.44,90,51,4.34,NZ,1687801194
87,torbay,47.6666,-52.7314,55.89,76,20,12.66,CA,1687800912
88,ulladulla,-35.35,150.4667,50.67,66,77,7.81,AU,1687801195
89,sucua,-2.4667,-78.1667,72.34,83,100,6.91,EC,1687801195
90,road town,18.4167,-64.6167,87.89,58,40,8.05,VG,1687801196
91,sioux falls,43.55,-96.7003,76.86,53,40,10.36,US,1687801106
92,bengkulu,-3.8004,102.2655,75.07,92,84,4.03,ID,1687801196
93,ballina,-28.8667,153.5667,46.47,47,4,4.34,AU,1687801014
94,arlit,18.7369,7.3853,102.45,14,2,1.97,NE,1687801196
95,dalby,-27.1833,151.2667,47.34,43,54,7.27,AU,1687801196
96,georgetown,5.4112,100.3354,82.33,89,20,2.3,MY,1687801011
97,adrar,20.5022,-10.0711,106.07,6,0,9.57,MR,1687801197
98,kieta,-6.2167,155.6333,76.6,81,98,8.97,PG,1687801197
99,banyo,6.75,11.8167,67.14,93,97,1.52,CM,1687801197
100,belaya gora,68.5333,146.4167,52.7,55,53,12.53,RU,1687801198
101,fairbanks,64.8378,-147.7164,61.61,71,75,4.61,US,1687801198
102,barrow,71.2906,-156.7887,33.82,93,100,11.5,US,1687801139
103,honningsvag,70.9821,25.9704,51.55,82,75,3.44,NO,1687801198
104,albanel,48.8832,-72.4487,69.94,68,95,14.97,CA,1687801198
105,tuktoyaktuk,69.4541,-133.0374,69.8,56,75,10.36,CA,1687801199
106,show low,34.2542,-110.0298,86.29,15,0,19.57,US,1687801199
107,leningradskiy,69.3833,178.4167,32.58,92,99,9.75,RU,1687801199
108,victoria,22.2855,114.1577,85.32,87,59,8.01,HK,1687801055
109,duyure,13.6333,-86.8167,81.12,65,99,4.88,HN,1687801199
110,sao filipe,14.8961,-24.4956,75.18,78,30,20.98,CV,1687801200
111,ugoofaaru,5.6667,73.0,81.77,80,100,13.91,MV,1687801200
112,san quintin,30.4833,-115.95,67.17,70,1,21.27,MX,1687801201
113,drayton valley,53.2168,-114.9854,70.34,63,52,3.65,CA,1687801201
114,nabire,-3.3667,135.4833,76.28,92,63,2.19,ID,1687801202
115,geraldton,-28.7667,114.6,39.61,93,2,5.75,AU,1687801202
116,moba,33.2288,105.0179,59.88,99,97,3.67,CN,1687801203
117,castel san giovanni,45.0583,9.4335,92.08,67,3,4.88,IT,1687801203
118,honiara,-9.4333,159.95,76.6,70,100,4.25,SB,1687801204
119,talnakh,69.4865,88.3972,54.21,60,88,6.04,RU,1687801204
120,katsuura,35.1333,140.3,73.42,98,100,3.06,JP,1687801204
121,isangel,-19.55,169.2667,65.37,68,20,3.36,VU,1687801204
122,clyde river,70.4692,-68.5914,35.83,100,40,4.61,CA,1687801205
123,axim,4.8699,-2.2405,77.67,71,84,8.72,GH,1687801205
124,faanui,-16.4833,-151.75,80.87,75,29,16.93,PF,1687801205
125,fortuna,40.5982,-124.1573,57.65,97,100,5.75,US,1687801206
126,albany,42.6001,-73.9662,81.18,76,100,5.99,US,1687800913
127,abensberg,48.8167,11.85,84.96,60,23,8.7,DE,1687801208
128,saint-philippe,-21.3585,55.7679,65.79,77,16,5.48,RE,1687801208
129,hithadhoo,-0.6,73.0833,82.72,73,100,10.0,MV,1687801208
130,arraial do cabo,-22.9661,-42.0278,82.26,57,0,10.36,BR,1687801209
131,oksfjord,70.2396,22.3479,62.01,64,4,6.06,NO,1687801209
132,castro,-24.7911,-50.0119,71.91,47,0,6.11,BR,1687801209
133,presidencia roque saenz pena,-26.7852,-60.4388,91.0,31,0,14.0,AR,1687801210
134,itacare,-14.2775,-38.9967,75.16,85,57,10.11,BR,1687801210
135,cabras,39.93,8.5314,75.76,79,0,6.71,IT,1687801211
136,male,4.1748,73.5089,84.15,79,75,11.5,MV,1687801211
137,salalah,17.0151,54.0924,82.49,89,20,8.05,OM,1687801096
138,touros,-5.1989,-35.4608,82.85,63,20,13.62,BR,1687801212
139,zhezkazgan,47.8043,67.7144,61.34,51,34,17.94,KZ,1687801212
140,carnarvon,-24.8667,113.6333,58.21,58,2,26.69,AU,1687801212
141,betsiamites,48.9413,-68.646,64.49,62,99,11.56,CA,1687801212
142,maidens,55.3338,-4.8147,62.64,72,28,9.19,GB,1687801213
143,kavieng,-2.5744,150.7967,82.13,77,100,8.3,PG,1687801213
144,bakchar,57.0186,82.0711,50.0,94,88,4.45,RU,1687801213
145,beyneu,45.3167,55.2,78.44,22,8,8.99,KZ,1687801214
146,wenling,28.3669,121.36,78.03,95,96,8.32,CN,1687801214
147,ulagan,50.6321,87.9563,40.06,90,22,1.12,RU,1687801214
148,urumqi,43.801,87.6005,61.75,59,0,4.47,CN,1687801214
149,palauig,15.435,119.9045,82.74,78,73,5.53,PH,1687801215
150,sidi ali,36.0998,0.4206,69.89,80,0,20.22,DZ,1687801215
151,egvekinot,66.3167,-179.1667,46.17,69,23,5.75,RU,1687801215
152,aqtobe,50.2797,57.2072,59.09,58,0,6.71,KZ,1687801215
153,pitkyaranta,61.5734,31.4792,67.05,55,43,0.43,RU,1687801216
154,ambilobe,-13.2,49.05,70.18,66,50,7.52,MG,1687801216
155,ribeira grande,38.5167,-28.7,72.0,83,75,4.0,PT,1687801216
156,kalabo,-14.97,22.6814,63.77,36,15,2.73,ZM,1687801216
157,broken hill,-31.95,141.4333,52.27,48,99,5.97,AU,1687801217
158,kanash,55.5086,47.4956,55.11,68,10,6.22,RU,1687801217
159,bambous virieux,-20.3428,57.7575,68.25,83,40,2.3,MU,1687801217
160,puerto ayora,-0.7393,-90.3518,84.16,86,52,8.99,EC,1687801218
161,uthal,25.8072,66.6219,86.4,74,59,9.64,PK,1687801218
162,baiyin,36.5583,104.2081,73.87,50,88,8.55,CN,1687801218
163,tuatapere,-46.1333,167.6833,44.62,91,88,3.53,NZ,1687801219
164,laguna,38.421,-121.4238,76.33,63,0,8.05,US,1687801219
165,sydney,-33.8679,151.2073,55.63,62,34,17.27,AU,1687801158
166,lianran,24.9227,102.485,68.54,74,97,2.26,CN,1687801220
167,santa isabel,-23.3156,-46.2214,79.9,41,0,3.24,BR,1687801220
168,plettenberg bay,-34.0527,23.3716,56.14,87,98,10.92,ZA,1687801220
169,naze,28.3667,129.4833,76.12,86,6,10.54,JP,1687801221
170,kahului,20.8947,-156.47,78.84,77,20,9.22,US,1687801221
171,mount isa,-20.7333,139.5,53.37,82,52,0.0,AU,1687801221
172,ahipara,-35.1667,173.1667,51.82,84,100,10.74,NZ,1687801221
173,thompson,55.7435,-97.8558,64.56,42,40,8.05,CA,1687801221
174,stony mountain,50.0864,-97.2196,75.13,68,75,11.5,CA,1687801222
175,upernavik,72.7868,-56.1549,35.01,84,33,1.05,GL,1687801222
176,ailigandi,9.2333,-78.0167,82.53,83,95,4.32,PA,1687801222
177,saulkrasti,57.2622,24.4147,68.77,83,36,8.86,LV,1687801222
178,uzhur,55.3036,89.8339,48.7,87,47,3.13,RU,1687801222
179,oda,35.1833,132.5,72.61,92,100,10.38,JP,1687801223
180,tanete,-3.9443,119.7848,74.17,97,86,1.25,ID,1687801223
181,mount gambier,-37.8333,140.7667,46.78,98,89,4.83,AU,1687801223
182,okha,53.5739,142.9478,50.14,97,90,3.47,RU,1687801223
183,harper,4.375,-7.7169,77.32,76,98,12.08,LR,1687801224
184,mantua,45.1667,10.7833,92.44,60,1,5.84,IT,1687801224
185,moron,-34.6534,-58.6198,69.93,71,94,3.15,AR,1687801224
186,mitchell,43.7094,-98.0298,77.11,48,0,8.05,US,1687801141
187,brigantine,39.4101,-74.3646,87.21,78,0,12.66,US,1687801224
188,namibe,-15.1961,12.1522,62.94,76,3,13.24,AO,1687801224
189,port hedland,-20.3167,118.5667,60.85,88,70,8.05,AU,1687801225
190,christchurch,-43.5333,172.6333,46.94,91,100,2.3,NZ,1687801225
191,great bend,38.3645,-98.7648,86.04,40,0,9.22,US,1687801225
192,bandar-e lengeh,26.5579,54.8807,91.51,79,29,4.61,IR,1687801225
193,bathsheba,13.2167,-59.5167,86.61,70,40,13.8,BB,1687801226
194,nikolskoye,59.7035,30.7861,69.69,78,93,4.21,RU,1687801226
195,altay,47.8667,88.1167,52.29,62,32,4.36,CN,1687801226
196,ponta delgada,37.7333,-25.6667,74.12,68,75,11.5,PT,1687801226
197,cayenne,4.9333,-52.3333,89.64,66,75,12.66,GF,1687801226
198,aklavik,68.2191,-135.0107,77.41,30,100,12.86,CA,1687801227
199,souillac,-20.5167,57.5167,68.38,83,40,2.3,MU,1687801227
200,yichun,47.7,128.9,66.49,49,99,1.34,CN,1687801227
201,nicoya,10.1483,-85.452,83.17,76,99,5.46,CR,1687801071
202,kavaratti,10.5669,72.642,81.45,79,100,17.56,IN,1687801227
203,merrill,45.1805,-89.6835,65.97,85,100,10.36,US,1687801163
204,batagay,67.6333,134.6333,55.18,71,40,7.18,RU,1687801228
205,lufilufi,-13.8745,-171.5986,71.38,74,9,11.95,WS,1687801228
206,upington,-28.4478,21.2561,70.18,24,0,8.05,ZA,1687801228
207,topolobampo,25.6,-109.05,89.51,43,75,13.8,MX,1687801229
208,biak,-0.9131,122.8766,76.41,87,16,3.13,ID,1687801229
209,tiznit,29.5833,-9.5,92.08,20,17,3.87,MA,1687801229
210,kisanga,-7.4362,37.7034,70.7,58,3,4.52,TZ,1687801231
211,hovd,48.0056,91.6419,50.65,64,98,5.35,MN,1687801231
212,ostrovnoy,68.0531,39.5131,47.48,81,75,10.98,RU,1687801231
213,bentiu,9.2333,29.8333,75.09,88,98,3.76,SS,1687801232
214,bethel,41.3712,-73.414,78.55,83,100,6.91,US,1687801200
215,bourail,-21.5667,165.4833,60.3,73,12,3.71,NC,1687801232
216,cutervo,-6.379,-78.8157,66.49,42,82,7.96,PE,1687801232
217,stepnyak,52.8339,70.7803,56.32,86,89,13.22,KZ,1687801233
218,codrington,-38.2667,141.9667,45.37,95,69,8.57,AU,1687801233
219,cilegon,-6.0174,106.0538,77.09,83,7,5.1,ID,1687801233
220,vrnograc,45.1636,15.9536,77.49,75,1,3.04,BA,1687801233
221,karpathos,35.507,27.2132,75.16,88,0,19.57,GR,1687801234
222,erzin,36.9559,36.2,72.7,89,12,5.28,TR,1687801234
223,narsaq,60.9167,-46.05,57.42,64,93,5.17,GL,1687801234
224,fort nelson,58.8053,-122.7002,74.79,40,40,10.36,CA,1687801190
225,ambah,26.7075,78.2261,91.08,57,99,5.68,IN,1687801235
226,karonga,-9.9333,33.9333,63.0,84,5,4.56,MW,1687801235
227,vardo,70.3705,31.1107,48.18,87,82,1.14,NO,1687801235
228,kilindoni,-7.9139,39.6668,78.39,65,9,16.8,TZ,1687801235
229,labuhan,-6.8844,112.2051,79.18,78,34,16.15,ID,1687801236
230,bam,29.106,58.357,97.32,22,50,1.32,IR,1687801236
231,damavand,35.7178,52.065,72.59,37,0,2.57,IR,1687801236
232,nome,64.5011,-165.4064,48.16,87,100,3.44,US,1687801236
233,bavleny,56.4,39.56,60.31,69,39,7.65,RU,1687801237
234,tiksi,71.6872,128.8694,51.51,57,57,11.59,RU,1687801237
235,te anau,-45.4167,167.7167,42.13,94,75,0.72,NZ,1687801237
236,longyan,25.1072,117.0225,72.52,98,97,2.62,CN,1687801237
237,nanchang,28.6833,115.8833,74.48,93,36,4.56,CN,1687801238
238,pisco,-13.7,-76.2167,68.05,77,100,9.22,PE,1687801238
239,xuddur,4.1213,43.8894,76.14,69,100,17.2,SO,1687801238
240,kysyl-syr,63.8986,122.7617,58.8,57,95,5.26,RU,1687801238
241,vilhena,-12.7406,-60.1458,82.62,47,0,10.36,BR,1687801238
242,pangoa,-12.1167,-73.0,87.44,42,6,4.25,PE,1687801239
243,meulaboh,4.1363,96.1285,75.11,94,100,5.06,ID,1687801239
244,batticaloa,7.7102,81.6924,82.24,66,80,8.97,LK,1687801239
245,necochea,-38.5473,-58.7368,60.17,46,87,14.65,AR,1687801239
246,keetmanshoop,-26.5833,18.1333,59.86,45,46,9.98,NA,1687801240
247,aldan,58.6031,125.3894,65.66,55,77,6.11,RU,1687801240
248,zafra,38.4167,-6.4167,100.29,8,0,14.72,ES,1687801240
249,kiunga,-6.1219,141.2906,74.26,99,95,1.88,PG,1687801240
250,raudeberg,61.9875,5.1352,61.95,99,96,5.48,NO,1687801241
251,hasaki,35.7333,140.8333,74.21,90,100,6.93,JP,1687801241
252,lompoc,34.6391,-120.4579,65.84,87,100,11.5,US,1687801241
253,ahuimanu,21.4447,-157.8378,78.21,76,75,16.11,US,1687801241
254,sawakin,19.1059,37.3321,94.06,32,24,5.91,SD,1687801242
255,sarai sidhu,30.5949,71.9698,89.62,54,56,8.19,PK,1687801242
256,saint-denis,48.9167,2.3333,73.96,42,0,12.66,FR,1687801242
257,grindavik,63.8424,-22.4338,58.95,76,75,14.97,IS,1687801242
258,mayo,38.8876,-76.5119,89.11,75,0,10.36,US,1687801242
259,panjab,34.388,67.0233,61.32,51,64,2.64,AF,1687801243
260,khanpur,28.6453,70.6567,102.11,32,79,9.46,PK,1687801243
261,montero,-17.3333,-63.25,86.9,40,0,11.27,BO,1687801243
262,kataysk,56.289,62.5841,52.47,92,100,15.97,RU,1687801243
263,slavyanka,42.8633,131.3847,63.3,98,100,1.3,RU,1687801243
264,de-kastri,51.4667,140.7833,54.18,98,25,2.17,RU,1687801244
265,zykovo,55.9519,93.1461,54.34,90,25,4.36,RU,1687801244
266,melville,40.7934,-73.4151,80.6,79,40,12.66,US,1687801045
267,qaanaaq,77.484,-69.3632,38.41,87,83,4.07,GL,1687801244
268,aubenas,44.6201,4.3899,86.16,63,49,7.76,FR,1687801244
269,qrendi,35.8347,14.4583,80.26,50,20,10.36,MT,1687801245
270,bilibino,68.0546,166.4372,57.09,81,86,3.53,RU,1687801245
271,kambove,-10.8764,26.5969,60.78,47,37,4.29,CD,1687801245
272,turukhansk,65.8167,87.9833,52.34,59,96,6.2,RU,1687801245
273,cherskiy,68.75,161.3,45.79,74,4,14.92,RU,1687801246
274,nantucket,41.2835,-70.0995,77.14,94,75,9.22,US,1687801246
275,pacific grove,36.6177,-121.9166,66.02,86,100,8.99,US,1687801124
276,zhigansk,66.7697,123.3711,51.53,61,94,18.28,RU,1687801246
277,dingle,10.9995,122.6711,76.03,91,70,2.33,PH,1687801247
278,whitehorse,60.7161,-135.0538,59.77,51,75,2.3,CA,1687801116
279,dunedin,-45.8742,170.5036,49.8,89,100,3.47,NZ,1687800991
280,oussouye,12.485,-16.5469,87.89,76,71,11.61,SN,1687801247
281,nision,40.6369,22.3878,82.26,56,26,3.4,GR,1687801247
282,tonj,7.2737,28.6822,72.82,93,99,1.45,SS,1687801248
283,klaksvik,62.2266,-6.589,58.12,86,96,6.46,FO,1687801248
284,nassau,40.7507,-73.5829,80.98,76,40,12.66,US,1687801248
